station_id,provincia,municipio,estacion,first_timestamp_utc,last_timestamp_utc,expected_hourly_observations,observed_valid_pm10_observations,coverage_fraction,number_of_source_years_present,longest_missing_run_hours,days_with_sufficient_hourly_support_75pct,expected_hours_2020,valid_hours_2020,coverage_2020,source_days_2020,usable_days_75pct_2020,expected_hours_2021,valid_hours_2021,coverage_2021,source_days_2021,usable_days_75pct_2021,expected_hours_2022,valid_hours_2022,coverage_2022,source_days_2022,usable_days_75pct_2022,expected_hours_2023,valid_hours_2023,coverage_2023,source_days_2023,usable_days_75pct_2023
47186029_10_49,47,186,29,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32757,0.9342060232717317,4,672,1363,8784,7527,0.8568989071038251,319,311,8760,8683,0.9912100456621005,365,363,8760,7859,0.8971461187214612,333,326,8760,8688,0.9917808219178083,365,363
47186030_10_49,47,186,30,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33290,0.9494067989961213,4,337,1409,8784,8273,0.9418260473588342,353,348,8760,8270,0.9440639269406392,364,353,8760,8094,0.923972602739726,357,346,8760,8653,0.9877853881278539,364,362
47186031_10_49,47,186,31,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33632,0.9591603924252795,4,388,1408,8784,8324,0.947632058287796,354,346,8760,8513,0.9718036529680365,365,358,8760,8220,0.9383561643835616,350,348,8760,8575,0.9788812785388128,362,356
48002001_10_47,48,2,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33959,0.9684861966689482,4,137,1405,8784,8455,0.9625455373406193,357,350,8760,8522,0.9728310502283105,363,353,8760,8677,0.9905251141552511,364,361,8760,8305,0.9480593607305936,356,341
48002002_10_49,48,2,2,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25948,0.7400182523385809,3,8784,1082,8784,0,0.0,0,0,8760,8668,0.9894977168949771,365,360,8760,8679,0.9907534246575342,365,363,8760,8601,0.9818493150684932,365,359
48003001_10_49,48,3,1,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25784,0.7353410905772302,3,8784,1078,8784,0,0.0,0,0,8760,8517,0.9722602739726027,361,356,8760,8695,0.992579908675799,365,365,8760,8572,0.9785388127853881,363,357
48013006_10_47,48,13,6,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,30509,0.8700946840063883,4,2436,1264,8784,8493,0.9668715846994536,358,354,8760,8507,0.9711187214611872,362,352,8760,8522,0.9728310502283105,360,354,8760,4987,0.5692922374429223,215,204
48015002_10_49,48,15,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34469,0.9830310289755875,4,65,1426,8784,8625,0.9818989071038251,364,357,8760,8592,0.9808219178082191,364,354,8760,8651,0.9875570776255708,363,359,8760,8601,0.9818493150684932,363,356
48020003_10_47,48,20,3,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34448,0.9824321241159023,4,81,1430,8784,8506,0.968351548269581,362,352,8760,8595,0.9811643835616438,362,357,8760,8671,0.9898401826484018,364,360,8760,8676,0.9904109589041096,365,361
48020006_10_47,48,20,6,2020-01-01T01:00:00Z,2023-12-30T17:00:00Z,35064,32536,0.9279032626055214,4,454,1302,8784,7582,0.86316029143898,333,302,8760,8368,0.9552511415525115,362,335,8760,8530,0.973744292237443,363,346,8760,8056,0.919634703196347,348,319
48020062_10_49,48,20,62,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34633,0.9877081907369382,4,67,1443,8784,8622,0.9815573770491803,364,358,8760,8661,0.9886986301369863,365,361,8760,8681,0.9909817351598174,364,363,8760,8669,0.9896118721461187,365,361
48020066_10_49,48,20,66,2021-04-23T21:00:00Z,2024-01-01T00:00:00Z,35064,22605,0.644678302532512,3,11492,941,8784,0,0.0,0,0,8760,5506,0.6285388127853881,234,228,8760,8444,0.9639269406392694,355,352,8760,8655,0.988013698630137,365,361
48027001_10_47,48,27,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32189,0.9180070727812001,4,873,1337,8784,8645,0.9841757741347905,366,359,8760,8062,0.9203196347031963,343,334,8760,7139,0.8149543378995434,303,297,8760,8343,0.9523972602739726,352,347
48044006_10_49,48,44,6,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25271,0.7207107004334931,3,8784,1050,8784,0,0.0,0,0,8760,8554,0.9764840182648402,364,355,8760,8257,0.9425799086757991,349,344,8760,8460,0.9657534246575342,360,351
48068001_10_47,48,68,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34150,0.9739333789641798,4,171,1417,8784,8631,0.9825819672131147,366,362,8760,8488,0.9689497716894977,365,350,8760,8481,0.9681506849315068,357,353,8760,8550,0.976027397260274,365,352
48071002_10_47,48,71,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33971,0.9688284280173397,4,409,1410,8784,8699,0.9903233151183971,365,363,8760,8222,0.9385844748858447,349,341,8760,8670,0.9897260273972602,364,362,8760,8380,0.95662100456621,359,344
48071004_10_49,48,71,4,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25872,0.7378507871321013,3,8784,1075,8784,0,0.0,0,0,8760,8546,0.9755707762557078,359,356,8760,8718,0.9952054794520548,365,363,8760,8608,0.982648401826484,365,356
48082004_10_49,48,82,4,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25844,0.7370522473191877,3,8784,1074,8784,0,0.0,0,0,8760,8614,0.9833333333333333,365,359,8760,8619,0.9839041095890411,364,358,8760,8611,0.9829908675799087,365,357
48096001_10_49,48,96,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34339,0.9793235227013461,4,111,1426,8784,8708,0.9913479052823315,366,363,8760,8614,0.9833333333333333,365,358,8760,8531,0.9738584474885845,361,355,8760,8486,0.9687214611872146,362,350
48902006_10_49,48,902,6,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33318,0.9502053388090349,4,871,1384,8784,8559,0.9743852459016393,361,357,8760,8641,0.9864155251141552,365,359,8760,8568,0.9780821917808219,364,354,8760,7550,0.8618721461187214,318,314
48904002_10_47,48,904,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34443,0.9822895277207392,4,108,1429,8784,8562,0.9747267759562842,361,355,8760,8634,0.9856164383561644,365,359,8760,8655,0.988013698630137,365,360,8760,8592,0.9808219178082191,365,355
48913001_10_49,48,913,1,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,22272,0.6351813826146475,3,8784,926,8784,0,0.0,0,0,8760,5327,0.6081050228310503,225,221,8760,8510,0.9714611872146118,364,353,8760,8435,0.9628995433789954,361,352
49275002_10_49,49,275,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34307,0.978410905772302,4,521,1434,8784,8748,0.9959016393442623,366,366,8760,8721,0.9955479452054794,365,365,8760,8671,0.9898401826484018,365,362,8760,8167,0.9323059360730593,344,341
50297029_10_49,50,297,29,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33982,0.9691421400866986,4,89,1406,8784,8756,0.9968123861566485,366,365,8760,8579,0.979337899543379,364,354,8760,8378,0.9563926940639269,364,344,8760,8269,0.9439497716894977,355,343
50297032_10_49,50,297,32,2020-01-30T11:00:00Z,2024-01-01T00:00:00Z,35064,32912,0.9386265115217888,4,706,1354,8784,7488,0.8524590163934426,321,307,8760,8596,0.9812785388127854,362,357,8760,8523,0.9729452054794521,363,354,8760,8305,0.9480593607305936,363,336
50297036_10_49,50,297,36,2020-01-01T01:00:00Z,2023-12-31T22:00:00Z,35064,31910,0.9100501939310974,4,1009,1316,8784,8385,0.9545765027322405,357,349,8760,8462,0.9659817351598173,359,351,8760,6702,0.7650684931506849,301,272,8760,8361,0.9544520547945206,361,344
50297037_10_49,50,297,37,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,24362,0.6947866757928359,3,9705,1005,8784,8581,0.9768897996357013,363,356,8760,0,0.0,0,0,8760,7476,0.8534246575342466,320,305,8760,8305,0.9480593607305936,351,344
50297039_10_49,50,297,39,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,28967,0.8261179557380789,4,5542,1204,8784,8768,0.9981785063752276,366,366,8760,3202,0.36552511415525113,135,133,8760,8618,0.9837899543378995,365,356,8760,8379,0.9565068493150685,353,349
50297040_10_49,50,297,40,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34153,0.9740189368012777,4,277,1426,8784,8676,0.9877049180327869,366,365,8760,8565,0.9777397260273972,365,361,8760,8464,0.9662100456621004,363,349,8760,8448,0.9643835616438357,355,351
51001001_10_49,51,1,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33896,0.9666894820898928,4,66,1411,8784,8669,0.986908014571949,366,365,8760,8281,0.9453196347031964,362,345,8760,8525,0.9731735159817352,364,355,8760,8421,0.9613013698630137,364,346
52001002_10_A,52,1,2,2023-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,8653,0.24677732146931325,1,26304,362,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,8653,0.9877853881278539,365,362
